Tweet.Text,Tweet.CreatedAt,Tweet.EditHistoryTweetsId,Tweet.InReplyToUserId,Tweet.ReferencedTweetsType,Tweet.ContextAnnotations.Domain.Id,Tweet.ContextAnnotations.Domain.Name,Tweet.ContextAnnotations.Entity.Id,Tweet.ContextAnnotations.Entity.Name,Tweet.PublicMetrics.RetweetCount,Tweet.PublicMetrics.ReplyCount,Tweet.PublicMetrics.LikeCount,Tweet.PublicMetrics.QuoteCount,Tweet.PublicMetrics.ImpressionCount,Tweet.Entities.Hashtags,Tweet.Withheld.Copyright,Tweet.Withheld.CountryCodes,Tweet.Withheld.Scope,Tweet.Lang,Tweet.ReplySettings,Tweet.PossiblySensitive,Tweet.EditControls.EditsRemaining,Tweet.EditControls.IsEditEligible,Tweet.EditControls.EditableUntil,User.CreatedAt,User.Name,User.Username,User.Url,User.Location,User.ProfileImageURL,User.VerifiedType,User.PublicMetrics.FollowersCount,User.PublicMetrics.FollowingCount,User.PublicMetrics.TweetCount,User.PublicMetrics.ListedCount,User.Description,User.Protected,User.Verified,User.Trusted
Veja como fica o tempo em todo o Brasil https://t.co/vSu42XtGL5 #g1,2023-06-04,1643932296280436737,,,;47;69;69;131;131,;Brand;News Vertical;News Vertical;Unified Twitter Taxonomy;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;1192882051944333313;840159616101044224;1192882051944333313,;Portal g1;World news;Brazil national news;World news;Brazil national news,1,0,20,0,43078,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Prefeitura de Olímpia (SP) lançou ação para dar um novo lar a 70 cachorros que estão no Centro de Acolhimento Animal 'São Francisco de Assis' https://t.co/JZTOURjDOP #g1,2023-06-04,1643931555960586242,,,;46;47;131;69;131;29,;Business Taxonomy;Brand;Unified Twitter Taxonomy;News Vertical;Unified Twitter Taxonomy;Events [Entity Service],;1557697078762958848;920731680242991104;852262932607926273;840159616101044224;840159616101044224;1491492626503065601,";Pet Business;Portal g1;Pets;World news;World news;Após Lula reivindicar a autoria de obra inaugurada por Bolsonaro, presidente diz que transposição do São Francisco “não tem dono”",20,3,257,3,49531,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Proposta foi assinada pelos ex-ministros Sergio Moro, Jorge Oliveira e Fernando Azevedo https://t.co/FN7XYYqU4c #g1",2023-06-04,1643927810929483776,,,;10;35;47;131;131;131;131;131;69;69;131;131,;Person;Politician;Brand;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;News Vertical;News Vertical;Unified Twitter Taxonomy;Unified Twitter Taxonomy,;979342009008713728;979342009008713728;920731680242991104;847878884917886977;979342009008713728;1070032753834438656;1455305940291375106;1518653237720625152;840159616101044224;1192882051944333313;840159616101044224;1192882051944333313,;Sérgio Moro;Sérgio Moro;Portal g1;Politics;Sérgio Moro;Political figures;Brazil politics;Brazil political figures;World news;Brazil national news;World news;Brazil national news,1,10,93,1,56503,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Crianças que morreram após ataque a creche são veladas em Blumenau https://t.co/RhaCZYpcSd #g1 https://t.co/wgM2g6zmdf,2023-06-04,1643926674885472259,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,3,9,262,3,49329,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
O ator Dwayne Johnson anunciou um remake 'live action' de 'Moana - Um Mar de Aventuras' apenas sete anos após o lançamento da animação original https://t.co/9hZGlgGW3F #g1,2023-06-04,1643924005488050176,,,;10;46;47;56;87;131;131;131;131;131;87;131;131;131;131;131;131;69;131,;Person;Business Taxonomy;Brand;Actor;Movie Genre;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Movie Genre;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;News Vertical;Unified Twitter Taxonomy,;809104437780168704;1557696802391859201;920731680242991104;809104437780168704;1276514328007467008;809104437780168704;1095352268046495745;1276514328007467008;1303714393855672327;1303714924477128704;856976559529263104;839544274442051584;856976559529263104;1072936713134071808;1192082698568814592;1276514328007467008;1297951101136732160;840159616101044224;840159616101044224,;Dwayne Johnson;Entertainment & Leisure Business;Portal g1;Dwayne Johnson;Movies & TV;Dwayne Johnson;Celebrities;Movies & TV;Hollywood actors;Movie stars;Animated films;Entertainment;Animated films;Movies;Animation;Movies & TV;Animation & comics;World news;World news,3,6,104,3,41078,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"O 'IT Army of Ukraine' foi criado pelo ministério da Tecnologia Digital da Ucrânia, em março de 2022, pouco após a invasão do país pela Rússia https://t.co/9ICU7YRXk5 #g1",2023-06-04,1643916458513113088,,,;46;47;123;131;165;69;131,;Business Taxonomy;Brand;Ongoing News Story;Unified Twitter Taxonomy;Technology;News Vertical;Unified Twitter Taxonomy,;1557697333571112960;920731680242991104;1484601166080081920;848920371311001600;848920371311001600;840159616101044224;840159616101044224,;Technology Business;Portal g1;Russo-Ukrainian conflict;Technology;Technology;World news;World news,1,1,68,0,48855,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Dois ministérios diferentes do governo da China publicaram notas para criticar o encontro da presidente de Taiwan, que a China considera um território rebelde, e deputados dos EUA https://t.co/Byhbknmo0C #g1",2023-06-04,1643810507693125632,,,;47;131;131;131;69;131;29,;Brand;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;News Vertical;Unified Twitter Taxonomy;Events [Entity Service],;920731680242991104;847878884917886977;1555192269799428096;1555192841529200640;840159616101044224;840159616101044224;1496894720051535874,;Portal g1;Politics;China politics;China political issues;World news;World news;Presidente chinês pede que Putin negocie com Ucrânia e chegue a resolução diplomática,1,2,34,0,36604,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Investigação da Anistia Internacional e da Human Rights Watch mostraram que autoridades turcas prenderam e torturaram civis após acusá-los de roubo https://t.co/pmq7iOvYV6 #g1,2023-06-04,1643803211122491395,,,;47;69;131;6;29;83,;Brand;News Vertical;Unified Twitter Taxonomy;Sports Event;Events [Entity Service];Cricket Match,;920731680242991104;840159616101044224;840159616101044224;1631808186574417920;1631808186574417920;1631808186574417920,;Portal g1;World news;World news;Chennai Super Kings vs Lucknow Super Giants;Chennai Super Kings vs Lucknow Super Giants;Chennai Super Kings vs Lucknow Super Giants,3,2,43,0,35806,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Estreia nos cinemas é nesta quinta com história de padre que afirmou ter realizado mais de 50 mil exorcismos https://t.co/IFX078VHre #g1,2023-06-04,1643795663744794626,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,4,4,81,3,47502,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Segundo pai da vítima, a filha estava 'sozinha' em um cômodo da residência https://t.co/Pak5ueDIei #g1",2023-06-04,1643788110889730051,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,7,7,148,1,66129,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Neo Cebetil é indicado como complemento das vitaminas B e C, mas só deve ser usado com prescrição médica https://t.co/xYIqnB0Pjl #g1",2023-06-04,1643780561876697088,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,4,1,33,1,37032,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Na ação, dois marinheiros foram rendidos e deixados em uma ilha inabitada. Ninguém foi preso pelo crime https://t.co/fo3mVw267B #g1",2023-06-04,1643780001588731904,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,2,0,39,1,38341,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Apesar da alta da UTI, ele segue internado no hospital, recebendo cuidados médicos no quarto https://t.co/7JlWEzIduI #g1",2023-06-04,1643773246263767040,,,;47;69;131;29,;Brand;News Vertical;Unified Twitter Taxonomy;Events [Entity Service],;920731680242991104;840159616101044224;840159616101044224;1368011341378719747,;Portal g1;World news;World news;testetopcom,2,1,19,0,37530,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Marco legal de 2020 prevê que contratos de prestação de serviço só podem ser feitos com abertura de concorrência com igualdade de condições para setores público e privado https://t.co/JaIjue9Vu8 #g1,2023-06-04,1643773062628745216,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,1,10,87,5,43764,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Longa que estreia esta semana tem Chris Pratt, Jack Black, Anya Taylor-Joy e Seth Rogen nas vozes dos personagens https://t.co/8acycM2lnn #g1",2023-06-04,1643773010552266752,,,;10;10;47;56;56;131;131;131;10;56;131;69;131,;Person;Person;Brand;Actor;Actor;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Person;Actor;Unified Twitter Taxonomy;News Vertical;Unified Twitter Taxonomy,;809131230956392448;955512577164853248;920731680242991104;809131230956392448;955512577164853248;809131230956392448;955512577164853248;1095352268046495745;809434462874320896;809434462874320896;809434462874320896;840159616101044224;840159616101044224,;Seth Rogen;Anya Taylor-Joy;Portal g1;Seth Rogen;Anya Taylor-Joy;Seth Rogen;Anya Taylor-Joy;Celebrities;Chris Pratt;Chris Pratt;Chris Pratt;World news;World news,0,1,56,2,42760,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Mulheres comemoraram decisão com cartazes espalhados pelo prédio da Faculdade de Educação da universidade com frases como 'Não vamos nos calar' https://t.co/iu0BLsS4kD #g1,2023-06-04,1643772720394432516,,,;46;47;69;131,;Business Taxonomy;Brand;News Vertical;Unified Twitter Taxonomy,;1552291412820893697;920731680242991104;840159616101044224;840159616101044224,;Education Business;Portal g1;World news;World news,4,2,73,0,36108,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"A Coreia do Norte vem intensificando sua atividade militar nas últimas semanas, prometendo produzir mais material nuclear para armas https://t.co/9sDFKD6lDm #g1",2023-06-04,1643772618321829889,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,0,4,33,1,32884,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Na terça-feira, Trump foi acusado formalmente de um crime na Justiça de Nova York https://t.co/jpiQ0ctwVA #g1",2023-06-04,1643772510050168833,,,;10;35;47;131;131;131;69;131;29,;Person;Politician;Brand;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;News Vertical;Unified Twitter Taxonomy;Events [Entity Service],;799022225751871488;799022225751871488;920731680242991104;799022225751871488;847878884917886977;1070032753834438656;840159616101044224;840159616101044224;1556783692009287680,";Donald Trump;Donald Trump;Portal g1;Donald Trump;Politics;Political figures;World news;World news;Após buscas do FBI em sua mansão, Donald Trump pede que apoiadores lhe façam doações",1,2,40,0,32664,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Corpos foram liberados pelo Instituto Médico Legal após exames https://t.co/AjnbzhlQYR #g1,2023-06-04,1643772340046557193,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,29,129,1109,48,173861,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Veja os números sorteados ==&gt; https://t.co/B9WMfnIyFt #g1,2023-06-04,1643771373242777600,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,1,0,16,1,32683,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"O filhote com as duas cabeças nasceu morto, o que é comum em espécimes com esta condição https://t.co/MCI49AkLj4 #g1",2023-06-04,1643765464865071109,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,5,16,222,7,45559,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Com focinho alongado e achatado, o tubarão-quati tem capacidade de detectar presas no fundo do mar https://t.co/akhDN6Uz26 #g1",2023-05-04,1643757912534450177,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,3,4,48,0,32860,;g1,false,,,pt,everyone,false,5,true,2023-06-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Decisão judicial foi dada no mesmo dia em que houve outro atentado em escola em Santa Catarina, em Blumenau https://t.co/j9etu7VrzE #g1",2023-05-04,1643752610694823936,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,6,7,92,3,44726,;g1,false,,,pt,everyone,false,5,true,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Os tornados, fenômenos meteorológicos difíceis de prever, são habituais nos Estados Unidos, especialmente na área central e no sul do país https://t.co/UUuICqvrOd #g1",2023-05-04,1643751786702856194,,,;47;69;131;29,;Brand;News Vertical;Unified Twitter Taxonomy;Events [Entity Service],;920731680242991104;840159616101044224;840159616101044224;1469502910178357248,;Portal g1;World news;World news;Biden discusses federal recovery efforts in tornado-ravaged Kentucky,4,0,62,0,32564,;g1,false,,,pt,everyone,false,5,true,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Na noite desta quarta, moradores rezam em frente ao portão da escola https://t.co/z38iFzHbcM #g1",2023-05-04,1643751334573744134,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,4,1,131,2,34222,;g1,false,,,pt,everyone,false,5,true,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Sabia que é errado dizer que um chocolate é amargo? https://t.co/2OG2kljF8m #g1,2023-05-04,1643750369829474307,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,0,1,15,2,30278,;g1,false,,,pt,everyone,false,5,true,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Todd Phillips mostrou imagem da cantora como Arlequina https://t.co/BXfzvIfFeT #g1,2023-05-04,1643748911465607172,,,;46;47;130;131;131;69;131,;Business Taxonomy;Brand;Multimedia Franchise;Unified Twitter Taxonomy;Unified Twitter Taxonomy;News Vertical;Unified Twitter Taxonomy,;1557696802391859201;920731680242991104;1424820969504313356;1074757527995277313;1424820969504313356;840159616101044224;840159616101044224,;Entertainment & Leisure Business;Portal g1;Suicide Squad;Entertainment franchises;Suicide Squad;World news;World news,12,2,123,6,32847,;g1,false,,,pt,everyone,false,5,true,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Médica veterinária Jeanne Paollini e a personal trainer Kátyna Baía estão juntas há mais de 17 anos https://t.co/QaYcG7nTjF #g1,2023-05-04,1643748627758587904,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,6,19,211,5,69567,;g1,false,,,pt,everyone,false,5,true,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Leia no blog da @Ana_Flor https://t.co/q8sbNaDAH2 #g1,2023-05-04,1643742812259889154,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,1,3,27,1,29655,;g1,false,,,pt,everyone,false,5,true,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Em caso paralelo, ex-presidente dos EUA e Stormy Daniels se enfrentaram por conta de tuíte supostamente difamatório https://t.co/xyANuL7CB0 #g1",2023-05-04,1643735269441671168,,,;10;47;47;69;131,;Person;Brand;Brand;News Vertical;Unified Twitter Taxonomy,;955469695859154944;920731680242991104;10045225402;840159616101044224;840159616101044224,;Stormy Daniels;Portal g1;Twitter;World news;World news,4,2,40,1,28199,;g1,false,,,pt,everyone,false,5,true,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Segundo a família, Elaine estava com sintomas iniciais de gripe e procurou a farmácia, sem receita, para aumentar a imunidade. O bebê também foi a óbito https://t.co/EbtlW0gNos #g1",2023-05-04,1643727712509472769,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,14,31,568,11,183954,;g1,false,,,pt,everyone,false,5,true,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Francisco foi questionado em vários temas https://t.co/fjnIhjDAD8 #g1,2023-05-04,1643720168697372672,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,6,6,97,8,39852,;g1,false,,,pt,everyone,false,5,true,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"Bolsonaro diz em depoimento que ficou sabendo das joias sauditas um ano depois, mas não se lembra quem o avisou, afirma defesa https://t.co/lKCOv8A0cH #g1 https://t.co/BhAcw1ZWvt",2023-05-04,1643719472325197824,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,2,19,32,5,28594,;g1,false,,,pt,everyone,false,5,false,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
Inquérito apura se ele cometeu crime ao tentar ficar com itens de luxo recebidos do regime saudita https://t.co/sWsfSJdrhR #g1,2023-05-04,1643718782718730241,,,;47;131;131;131;69;131,;Brand;Unified Twitter Taxonomy;Unified Twitter Taxonomy;Unified Twitter Taxonomy;News Vertical;Unified Twitter Taxonomy,;920731680242991104;847878884917886977;900740740468191232;955547826368344064;840159616101044224;840159616101044224,;Portal g1;Politics;Political issues;Violence & safety in Brazil;World news;World news,3,12,66,1,42002,;g1,false,,,pt,everyone,false,5,false,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
"RT @GloboNews: Grupo Globo muda política sobre cobertura de massacres.

➡ Assista ao #GloboNewsMais, com @juliaduailibi e Tiago Eltz, na #G…",2023-05-04,1643717313940668416,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,872,0,0,0,0,;GloboNewsMais,false,,,pt,everyone,false,5,false,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
A decisão segue as recomendações mais recentes dos mais prestigiados especialistas no tema https://t.co/Y0oUAdWc1S #g1,2023-05-04,1643716893008699395,,,;47;69;131,;Brand;News Vertical;Unified Twitter Taxonomy,;920731680242991104;840159616101044224;840159616101044224,;Portal g1;World news;World news,102,49,857,40,107207,;g1,false,,,pt,everyone,false,5,true,2023-05-04,2007-11-09,g1,g1,https://t.co/aU1rfIKpvv,Brasil,https://pbs.twimg.com/profile_images/1604933445796372486/pFEd9rbi_normal.jpg,business,14781534,61,758539,19417,"Siga o g1 nas redes sociais:
https://t.co/Z0QGNc44I7",false,true,true
